1,65.78331,112.9925,18.3558
2,71.51521,136.4873,18.7608
3,69.39874,153.0269,22.3367
4,68.2166,142.3354,21.5025
5,67.78781,144.2971,22.0755
6,68.69784,123.3024,18.3671
7,69.80204,141.4947,20.4155
8,70.01472,136.4623,19.5699
9,67.90265,112.3723,17.1333
10,66.78236,120.6672,19.0205
11,66.48769,127.4516,20.2683
12,67.62333,114.143,17.5473
13,68.30248,125.6107,18.9282
14,67.11656,122.4618,19.1116
15,68.27967,116.0866,17.5047
16,71.0916,139.9975,19.4733
17,66.461,129.5023,20.611
18,68.64927,142.9733,21.3274
19,71.23033,137.9025,19.1072
20,67.13118,124.0449,19.3502
21,67.83379,141.2807,21.5847
22,68.87881,143.5392,21.2694
23,63.48115,97.90191,17.0788
24,68.42187,129.5027,19.4466
25,67.62804,141.8501,21.8038
26,67.20864,129.7244,20.1896
27,70.84235,142.4235,19.9504
28,67.49434,131.5502,20.3008
29,66.53401,108.3324,17.2039
30,65.44098,113.8922,18.696
31,69.5233,103.3016,15.0246
32,65.8132,120.7536,19.5988
33,67.8163,125.7886,19.2277
34,70.59505,136.2225,19.2157
35,71.80484,140.1015,19.1025
36,69.20613,128.7487,18.8977
37,66.80368,141.7994,22.3372
38,67.65893,121.2319,18.6175
39,67.80701,131.3478,20.083
40,64.04535,106.7115,18.2891
41,68.57463,124.3598,18.5912
42,65.18357,124.8591,20.6585
43,69.65814,139.6711,20.2357
44,67.96731,137.3696,20.9048
45,65.98088,106.4499,17.1895
46,68.67249,128.7639,19.1948
47,66.88088,145.6837,22.8961
48,67.69868,116.819,17.9188
49,69.82117,143.6215,20.711
50,69.08817,134.9325,19.873
51,69.91479,147.0219,21.1446
52,67.33182,126.3285,19.5892
53,70.26939,125.4839,17.8653
54,69.10344,115.7084,17.0342
55,65.38356,123.4892,20.3071
56,70.18447,147.8926,21.1067
57,70.40617,155.8987,22.1094
58,66.54376,128.0742,20.333
59,66.36418,119.3701,19.0539
60,67.537,133.8148,20.6241
61,66.50418,128.7325,20.4619
62,68.99958,137.5453,20.3099
63,68.30355,129.7604,19.5529
64,67.01255,128.824,20.1669
65,70.80592,135.3165,18.9744
66,68.21951,109.6113,16.5575
67,69.05914,142.4684,21.0006
68,67.73103,132.749,20.3428
69,67.21568,103.5275,16.109
70,67.36763,124.7299,19.3207
71,65.27033,129.3137,21.3387
72,70.84278,134.0175,18.7727
73,69.92442,140.3969,20.1862
74,64.28508,102.8351,17.4935
75,68.2452,128.5214,19.3993
76,66.35708,120.2991,19.2063
77,68.36275,138.6036,20.8493
78,65.4769,132.9574,21.8018
79,69.71947,115.6233,16.7222
80,67.72554,122.524,18.779
81,68.63941,134.6254,20.0879
82,66.78405,121.8986,19.2136
83,70.05147,155.3767,22.2591
84,66.27848,128.9418,20.635
85,69.20198,129.1013,18.9517
86,69.13481,139.4733,20.5141
87,67.36436,140.8901,21.8261
88,70.09297,131.5916,18.8293
89,70.1766,121.1232,17.2901
90,68.22556,131.5127,19.8623
91,68.12932,136.5479,20.681
92,70.24256,141.4896,20.1595
93,71.48752,140.6104,19.3425
94,69.20477,112.1413,16.4607
95,70.06306,133.457,19.1125
96,70.55703,131.8001,18.6119
97,66.28644,120.0285,19.2039
98,63.42577,123.0972,21.5116
99,66.76711,128.1432,20.2081
100,68.88741,115.4759,17.1067
101,64.87434,102.0927,17.0531
102,67.09272,130.353,20.3576
103,68.34761,134.1842,20.1934
104,65.61073,98.64133,16.1088
105,67.75551,114.5599,17.5428
106,68.0212,123.4917,18.7631
107,67.66193,123.048,18.8947
108,66.3146,126.4772,20.2185
109,69.43706,128.417,18.7239
110,63.83624,127.1941,21.9426
111,67.72277,122.0562,18.7088
112,70.05098,127.6064,18.281
113,70.18602,131.6423,18.7867
114,65.94588,111.8955,18.0881
115,70.007,122.039,17.5054
116,68.61129,128.5547,19.1978
117,68.80817,132.6792,19.7005
118,69.76212,136.0632,19.6543
119,65.45539,115.9403,19.0239
120,68.82534,136.9041,20.3177
121,65.8003,119.8804,19.4647
122,67.21474,109.0055,16.9619
123,69.42021,128.2705,18.7116
124,68.94396,135.2913,20.0093
125,67.9415,106.8558,16.2736
126,65.62506,123.2939,20.126
127,66.49607,109.5143,17.4114
128,67.92809,119.3087,18.1773
129,68.89415,140.2402,20.7713
130,70.241,133.9841,19.0909
131,68.26623,132.5807,19.9997
132,71.23161,130.6988,18.1085
133,69.09747,115.5637,17.0158
134,64.39693,123.7941,20.9858
135,71.09585,128.1427,17.8222
136,68.21868,135.9646,20.5388
137,65.91721,116.6273,18.8694
138,67.4369,126.8241,19.6048
139,73.90107,151.3913,19.4874
140,69.98149,130.4022,18.7186
141,69.51862,136.2068,19.8131
142,65.18437,113.3989,18.7619
143,68.00869,125.3287,19.0492
144,68.3384,127.5846,19.2054
145,65.18417,107.1564,17.7292
146,68.26209,116.4588,17.5699
147,68.56865,133.8402,20.012
148,64.49675,112.8901,19.0781
149,68.71053,130.7568,19.4703
150,68.89148,137.7571,20.4051
151,69.54011,125.4036,18.2303
152,67.39964,138.4659,21.4281
153,66.47521,120.8184,19.2207
154,66.01217,140.1539,22.6106
155,72.44434,136.7397,18.3164
156,64.12642,106.1139,18.1407
157,70.98112,158.9562,22.1793
158,67.50124,108.7868,16.7845
159,72.01515,138.7758,18.8114
160,65.31143,115.9136,19.1034
161,67.07509,146.2922,22.8588
162,64.39148,109.8765,18.6296
163,69.37003,139.0499,20.3134
164,68.37921,119.9001,18.0271
165,65.31018,128.3069,21.1467
166,67.1369,127.2428,19.8457
167,68.39468,115.2306,17.3172
168,66.2918,124.7975,19.9637
169,67.1866,126.9511,19.7709
170,65.99156,111.2711,17.9623
171,69.43393,122.6089,17.8786
172,67.97463,124.2084,18.8979
173,67.76133,124.6453,19.0839
174,65.27864,119.5169,19.7171
175,73.83364,139.2983,17.9636
176,66.81312,104.8265,16.5083
177,66.89411,123.0424,19.3301
178,65.73568,118.8923,19.3422
179,65.98283,121.4939,19.6177
180,66.58396,119.2488,18.9091
181,67.11294,135.0239,21.0743
182,65.87481,116.228,18.829
183,66.78067,109.1731,17.2095
184,68.73577,124.2237,18.4839
185,66.22666,141.1645,22.6264
186,65.95968,129.1501,20.8686
187,68.58372,127.8693,19.1108
188,66.59347,120.9244,19.1693
189,66.96574,127.6466,20.0106
190,68.08015,101.4693,15.3904
191,70.19025,144.9927,20.6894
192,65.52149,110.9523,18.1687
193,67.45905,132.8625,20.5247
194,67.40985,146.3385,22.6395
195,69.66158,145.5894,21.0911
196,65.79799,120.8431,19.6224
197,66.10558,115.7813,18.6259
198,68.23987,128.3019,19.3692
199,68.02403,127.4718,19.3662
200,71.39044,127.8761,17.6386
201,65.7316,121.4997,19.7689
202,66.43358,112.7148,17.954
203,70.01309,135.002,19.3614
204,69.48146,128.6789,18.7381
205,68.62764,124.4062,18.5695
206,68.36275,140.026,21.0632
207,68.39028,117.519,17.6634
208,68.77413,143.8737,21.3839
209,69.9236,141.1703,20.2979
210,71.55542,155.9414,21.4107
211,68.44764,134.0093,20.1082
212,66.71398,130.0975,20.549
213,66.68413,106.2265,16.7936
214,67.93699,112.0489,17.0667
215,68.89855,136.1884,20.1686
216,67.29191,131.236,20.3743
217,69.57212,131.3231,19.0733
218,67.67479,119.5261,18.347
219,69.04155,116.9965,17.2547
220,67.96765,138.5255,21.0805
221,65.83982,109.6518,17.7825
222,65.77288,130.1569,21.1509
223,71.14106,137.1114,19.0453
224,67.83055,113.759,17.3816
225,65.0693,114.9725,19.0896
226,69.70745,127.7149,18.4773
227,69.92983,121.9972,17.538
228,66.11569,117.9607,18.9707
229,68.61364,127.7141,19.071
230,68.9976,117.9619,17.4192
231,66.79171,125.1554,19.7224
232,68.02363,141.1026,21.4373
233,69.67258,145.4822,21.0689
234,71.82178,116.065,15.8177
235,72.74676,135.7458,18.0324
236,67.27951,132.9248,20.6441
